stratum,path,bit,draw,abs_bit,cycle,cls,out_ok,hang,cnt_ok,cnt_err,gave_up_early,never_gives_up,strap_ok,noboot_set,valid_lost,record_ok,tmr_report
prot_c,g_prot_tmr.u_prot_c.bits,8,2,8,93,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,8,3,8,28,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,9,0,9,82,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,9,1,9,87,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,9,2,9,86,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,9,3,9,44,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,10,0,10,7,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,10,1,10,42,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,10,2,10,66,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,10,3,10,73,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,11,0,11,31,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,11,1,11,67,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,11,2,11,94,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,11,3,11,13,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,12,0,12,32,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,12,1,12,41,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,12,2,12,89,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,12,3,12,84,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,13,0,13,92,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,13,1,13,40,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,13,2,13,96,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,13,3,13,42,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,14,0,14,30,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,14,1,14,92,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,14,2,14,26,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,14,3,14,85,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,15,0,15,62,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,15,1,15,85,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,15,2,15,49,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,15,3,15,31,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,16,0,16,53,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,16,1,16,87,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,16,2,16,17,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,16,3,16,73,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,17,0,17,4,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,17,1,17,23,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,17,2,17,53,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,17,3,17,60,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,18,0,18,54,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,18,1,18,50,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,18,2,18,86,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,18,3,18,100,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,19,0,19,1,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,19,1,19,72,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,19,2,19,94,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,19,3,19,6,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,20,0,20,80,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,20,1,20,96,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,20,2,20,85,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,20,3,20,49,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,21,0,21,22,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,21,1,21,11,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,21,2,21,72,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,21,3,21,40,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,22,0,22,41,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,22,1,22,55,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,22,2,22,62,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
prot_c,g_prot_tmr.u_prot_c.bits,22,3,22,4,CORRECTED,True,,True,0,False,False,True,False,False,True,2281701376
strap_sync,sync0,0,0,0,27,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,0,1,0,80,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,0,2,0,49,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,0,3,0,70,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,1,0,1,60,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,1,1,1,71,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,1,2,1,20,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,1,3,1,38,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,2,0,2,34,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,2,1,2,24,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,2,2,2,60,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,2,3,2,62,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,3,0,3,57,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,3,1,3,15,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,3,2,3,46,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync0,3,3,3,71,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,0,0,0,48,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,0,1,0,34,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,0,2,0,89,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,0,3,0,67,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,1,0,1,5,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,1,1,1,54,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,1,2,1,4,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,1,3,1,44,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,2,0,2,54,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,2,1,2,85,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,2,2,2,32,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,2,3,2,52,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,3,0,3,68,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,3,1,3,91,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,3,2,3,18,MASKED,True,,True,0,False,False,True,False,False,True,0
strap_sync,sync1,3,3,3,45,MASKED,True,,True,0,False,False,True,False,False,True,0
wdog_sync,wsync0,0,0,0,27,MASKED,True,,True,0,False,False,True,False,False,True,0
wdog_sync,wsync0,0,1,0,36,MASKED,True,,True,0,False,False,True,False,False,True,0
wdog_sync,wsync0,0,2,0,73,MASKED,True,,True,0,False,False,True,False,False,True,0
wdog_sync,wsync0,0,3,0,69,MASKED,True,,True,0,False,False,True,False,False,True,0
wdog_sync,wsync1,0,0,0,50,MASKED,True,,True,0,False,False,True,False,False,True,0
wdog_sync,wsync1,0,1,0,59,MASKED,True,,True,0,False,False,True,False,False,True,0
wdog_sync,wsync1,0,2,0,57,MASKED,True,,True,0,False,False,True,False,False,True,0
wdog_sync,wsync1,0,3,0,80,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,0,0,0,22,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,0,1,0,31,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,0,2,0,26,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,0,3,0,87,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,1,0,1,66,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,1,1,1,16,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,1,2,1,23,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,1,3,1,85,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,2,0,2,12,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,2,1,2,60,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,2,2,2,30,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,2,3,2,47,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,3,0,3,44,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,3,1,3,27,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,3,2,3,81,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,3,3,3,39,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,4,0,4,48,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,4,1,4,57,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,4,2,4,30,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,4,3,4,60,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,5,0,5,9,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,5,1,5,1,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,5,2,5,81,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,5,3,5,56,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,6,0,6,43,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,6,1,6,33,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,6,2,6,22,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,6,3,6,61,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,7,0,7,23,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,7,1,7,34,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,7,2,7,22,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,7,3,7,62,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,8,0,8,45,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,8,1,8,98,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,8,2,8,44,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,8,3,8,90,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,9,0,9,21,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,9,1,9,72,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,9,2,9,48,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,9,3,9,97,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,10,0,10,14,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,10,1,10,80,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,10,2,10,5,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,10,3,10,93,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,11,0,11,4,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,11,1,11,16,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,11,2,11,5,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,11,3,11,64,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,12,0,12,35,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,12,1,12,79,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,12,2,12,75,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,12,3,12,22,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,13,0,13,67,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,13,1,13,85,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,13,2,13,31,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,13,3,13,48,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,14,0,14,14,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,14,1,14,80,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,14,2,14,26,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,14,3,14,97,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,15,0,15,40,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,15,1,15,31,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,15,2,15,96,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,15,3,15,1,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,16,0,16,49,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,16,1,16,64,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,16,2,16,20,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,16,3,16,89,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,17,0,17,44,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,17,1,17,49,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,17,2,17,8,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,17,3,17,13,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,18,0,18,87,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,18,1,18,68,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,18,2,18,45,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,18,3,18,38,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,19,0,19,49,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,19,1,19,79,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,19,2,19,20,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,19,3,19,3,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,20,0,20,81,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,20,1,20,23,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,20,2,20,33,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,20,3,20,70,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,21,0,21,43,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,21,1,21,39,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,21,2,21,35,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,21,3,21,36,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,22,0,22,32,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,22,1,22,36,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,22,2,22,42,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,22,3,22,23,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,23,0,23,74,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,23,1,23,94,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,23,2,23,11,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,23,3,23,7,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,24,0,24,41,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,24,1,24,69,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,24,2,24,52,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,24,3,24,91,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,25,0,25,18,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,25,1,25,87,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,25,2,25,63,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,25,3,25,74,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,26,0,26,27,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,26,1,26,24,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,26,2,26,35,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,26,3,26,73,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,27,0,27,11,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,27,1,27,46,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,27,2,27,20,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,27,3,27,71,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,28,0,28,47,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,28,1,28,83,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,28,2,28,12,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,28,3,28,20,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,29,0,29,15,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,29,1,29,88,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,29,2,29,75,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,29,3,29,41,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,30,0,30,72,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,30,1,30,40,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,30,2,30,2,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,30,3,30,22,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,31,0,31,72,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,31,1,31,84,SDC,False,,True,0,False,False,True,False,False,False,0
brpt,brpt_q,31,2,31,9,MASKED,True,,True,0,False,False,True,False,False,True,0
brpt,brpt_q,31,3,31,4,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,0,0,0,32,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,0,1,0,43,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,0,2,0,55,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,0,3,0,39,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,1,0,1,94,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,1,1,1,35,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,1,2,1,70,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,1,3,1,5,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,2,0,2,87,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,2,1,2,55,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,2,2,2,27,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,2,3,2,17,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,3,0,3,69,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,3,1,3,13,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,3,2,3,28,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,3,3,3,93,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,4,0,4,23,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,4,1,4,58,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,4,2,4,47,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,4,3,4,55,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,5,0,5,100,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,5,1,5,53,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,5,2,5,98,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,5,3,5,20,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,6,0,6,83,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,6,1,6,84,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,6,2,6,13,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,6,3,6,21,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,7,0,7,49,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,7,1,7,74,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,7,2,7,40,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,7,3,7,75,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,8,0,8,82,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,8,1,8,87,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,8,2,8,6,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,8,3,8,30,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,9,0,9,84,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,9,1,9,3,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,9,2,9,8,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,9,3,9,28,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,10,0,10,84,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,10,1,10,4,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,10,2,10,45,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,10,3,10,28,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,11,0,11,56,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,11,1,11,88,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,11,2,11,79,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,11,3,11,17,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,12,0,12,86,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,12,1,12,37,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,12,2,12,84,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,12,3,12,57,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,13,0,13,28,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,13,1,13,18,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,13,2,13,97,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,13,3,13,83,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,14,0,14,1,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,14,1,14,45,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,14,2,14,9,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,14,3,14,56,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,15,0,15,96,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,15,1,15,54,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,15,2,15,5,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,15,3,15,84,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,16,0,16,70,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,16,1,16,43,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,16,2,16,6,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,16,3,16,59,SDC,False,,True,0,False,False,True,False,False,False,0
